orden_id,productos
4497,misc. bebidas
4498,vegetales en escabeche
4499,pollo
4500,pollo
4500,carne de res
4500,hortalizas
4500,otras verduras
4500,leche entera
4500,crema batida/crema agria
4500,pasta
4500,refresco
4501,hierbas
4501,leche entera
4501,pastel
4502,chorizo
4502,chocolate
4503,refresco
4504,pan blanco
4504,pan moreno
4505,pollo
4505,cerdo
4505,otras verduras
4505,leche-UHT
4505,pan blanco
4505,pastel
4505,pasta
4505,refresco
4505,bar de especialidades
4506,carne de res
4506,hortalizas
4506,otras verduras
4506,leche entera
4506,huevos domesticos
4506,galletas
4506,pan moreno
4506,refresco
4506,jugo de frutas/verduras
4506,vino tinto
4506,snack products
4506,platos
4506,bombillas
4506,bolsa de compras
4507,hortalizas
4507,frutas/verduras embazadas
4507,galletas
4507,azucar
4507,licor
4508,refresco
4509,yogurt
4509,vegetales embazados
4509,maceta de plantas
4510,pan blanco
4510,agua embotellada
4510,refresco
4510,cerveza embotellada
4511,jarabe
4512,leche entera
4512,azucar
4512,papel higienico
4513,sal
4513,caramelo
4514,leche entera
4514,vegetales congelados
4514,comidas congeladas
4514,cereales
4514,cerveza embotellada
4515,otras verduras
4515,yogurt
4515,crema batida/crema agria
4515,periodicos
4516,salchicha
4516,galletas
4516,jugo de frutas/verduras
4517,otras verduras
4517,postre
4517,crema de queso 
4517,galletas
4517,pan blanco
4517,margarina
4517,bocadillos salados
4517,waffles
4517,bar de especialidades
4517,productos sanitarios femeninos
4517,periodicos
4518,pescado
4518,fruta tropical
4518,pepita de fruta
4518,bayas
4518,leche entera
4518,cuajada
4518,yogurt
4518,crema batida/crema agria
4518,leche condensada
4518,cafe instantaneo
4518,producto de panaderia de larga duracion
4518,barra de pastel
4518,servilletas
4519,pepita de fruta
4519,bebidas
4519,vegetales congelados
4519,comidas congeladas
4519,agua embotellada
4519,refresco
4519,bocadillos salados
4520,fruta citrica
4520,fruta tropical
4520,pepita de fruta
4520,hortalizas
4520,cebollas
4520,otras verduras
4520,leche entera
4520,yogurt
4520,galletas
4520,pan moreno
4520,refresco
4520,jugo de frutas/verduras
4521,platos
4522,carne
4522,cuajada
4522,yogurt
4522,helado
4522,aceite
4522,pescado enlatado
4522,refresco
4522,jugo de frutas/verduras
4522,productos de temporada
4523,cerdo
4523,cebollas
4523,otras verduras
4523,leche entera
4523,cuajada
4523,mantequilla de leche
4523,crema batida/crema agria
4523,galletas
4523,licor (aperitivo)
4523,bocadillos salados
4523,waffles
4523,periodicos
4524,salchicha
4524,pepita de fruta
4524,hortalizas
4524,leche entera
4524,yogurt
4524,productos de papas cogeladas
4524,pasta
4524,agua embotellada
4524,jugo de frutas/verduras
4525,pepita de fruta
4525,hortalizas
4525,leche-UHT
4525,leche condensada
4525,margarina
4525,azucar
4525,polvo de pudin
4525,cocoa bebible
4525,jugo de frutas/verduras
4525,chocolate
4526,agua embotellada
4527,leche entera
4527,queso duro
4527,azucar
4528,cebollas
4529,pan de higado
4529,pepita de fruta
4529,hortalizas
4529,vegetales congelados
4529,bocadillos salados
4530,carne
4530,hortalizas
4530,otras verduras
4530,jugo de frutas/verduras
4530,vino blanco
4531,hortalizas
4531,refresco
4531,vino tinto
4531,prosecco
4531,waffles
4532,fruta citrica
4532,fruta tropical
4532,hortalizas
4532,otras verduras
4532,leche entera
4533,refresco
4533,detergente
4534,cerveza embotellada
4535,postre
4535,crema de queso 
4535,mayonesa
4535,huevos domesticos
4535,pastel
4535,pescado enlatado
4535,chocolate
4535,limpiador
4535,productos sanitarios femeninos
4536,cerveza embotellada
4537,productos en rollo 
4537,comida para perros
4537,refresco
4537,jugo de frutas/verduras
4537,cerveza embotellada
4537,servilletas
4538,salchicha
4538,leche entera
4538,leche condensada
4538,pan semi-acabado
4538,comida de gatos
4539,yogurt
4539,margarina
4539,periodicos
4540,pollo
4540,hortalizas
4540,leche entera
4540,mantequilla
4540,yogurt
4540,vino espumoso
4540,chocolate
4540,suavizante
4540,productos sanitarios femeninos
4540,servilletas
4540,toallas de cocina
4540,productos de limpieza
4540,periodicos
4541,carne
4541,cerdo
4541,pepita de fruta
4541,hortalizas
4541,otras verduras
4541,leche entera
4541,queso duro
4541,pan blanco
4541,pasta
4541,margarina
4541,ketchup
4541,cocoa bebible
4541,chocolate
4541,papel higienico
4542,fruta citrica
4542,bayas
4542,mantequilla
4542,mantequilla de leche
4542,yogurt
4542,queso rebanado
4542,vegetales congelados
4542,frozen pollo
4542,refresco
4543,mantequilla de leche
4543,crema de queso 
4543,galletas
4543,misc. bebidas
4543,periodicos
4544,nueces/ciruelas pasas
4544,otras verduras
4544,leche entera
4544,helado
4544,refresco
4544,periodicos
4545,hortalizas
4545,otras verduras
4545,cerveza embotellada
4546,cerveza embotellada
4547,pollo
4547,otras verduras
4547,vegetales congelados
4547,cerveza enlatada
4547,bolsa de compras
4548,mantequilla
4548,cuajada
4549,fruta tropical
4549,queso procesado
4549,huevos domesticos
4549,refresco
4549,cerveza embotellada
4550,hortalizas
4550,otras verduras
4550,leche entera
4550,crema batida/crema agria
4550,queso duro
4550,vegetales congelados
4550,comida de gatos
4550,platos
4550,periodicos
4551,fruta tropical
4551,otras verduras
4551,galletas
4551,sal
4551,margarina
4551,refresco
4551,cerveza embotellada
4551,bocadillos salados
4552,salchicha
4552,hamburguesa de carne
4552,fruta citrica
4552,leche entera
4552,pasta
4552,refresco
4552,chicles
4552,detergente
4552,articulos de higiene
4552,toallas de cocina
4553,agua embotellada
4554,bocadillos salados
4554,cuidado dental
4555,carne de res
4555,otras verduras
4555,chocolate
4555,periodicos
4555,bolsa de compras
4556,leche entera
4556,cafe instantaneo
4556,refresco
4557,jamon
4557,otras verduras
4557,leche entera
4557,huevos domesticos
4557,dulces para untar
4557,misc. bebidas
4557,bocadillos salados
4557,articulos de higiene
4557,bolsa de compras
4558,mayonesa
4558,caramelo
4558,periodicos
4559,chorizo
4559,jamon
4559,otras verduras
4559,queso procesado
4559,galletas
4559,pan blanco
4559,potato products
4559,cafe
4559,cerveza embotellada
4559,producto de panaderia de larga duracion
4560,hamburguesa de carne
4560,mantequilla
4560,bizcochos
4560,productos de comida instantanea
4560,refresco
4560,misc. bebidas
4561,crema batida/crema agria
4561,huevos domesticos
4561,velas
4562,velas
4563,bebidas
4563,misc. bebidas
4564,fruta tropical
4564,pepita de fruta
4564,yogurt
4564,vegetales congelados
4564,endulcorante arfificial
4565,yogurt
4565,agua embotellada
4566,leche entera
4566,postre
4566,crema batida/crema agria
4566,helado
4566,cafe
4566,refresco
4566,cerveza embotellada
4567,salchicha
4567,fruta tropical
4567,otras verduras
4567,mantequilla
4567,mantequilla de leche
4567,crema batida/crema agria
4567,crema
4567,queso procesado
4567,helado
4567,pan blanco
4567,especies
4567,refresco
4567,jugo de frutas/verduras
4567,bocadillos salados
4568,agua embotellada
4569,cerveza enlatada
4570,fruta tropical
4570,leche entera
4570,yogurt
4570,crema batida/crema agria
4570,galletas
4570,cocoa bebible
4570,agua embotellada
4570,cerveza embotellada
4570,chocolate especial
4571,cerveza embotellada
4572,cerdo
4572,hortalizas
4572,hierbas
4572,otras verduras
4572,leche entera
4572,queso procesado
4572,huevos domesticos
4572,margarina
4572,jugo de frutas/verduras
4572,articulos de higiene
4573,bocadillos salados
4573,caramelo
4574,galletas
4575,fruta citrica
4575,otras verduras
4576,salchicha
4576,fruta tropical
4576,otras verduras
4576,leche entera
4576,huevos domesticos
4576,vino blanco
4576,detergente
4576,suavizante
4577,fruta tropical
4577,jugo de frutas/verduras
4577,caramelo
4578,leche entera
4579,cerveza enlatada
4580,leche entera
4580,crema batida/crema agria
4580,polvo de pudin
4581,galletas
4582,salchicha
4582,refresco
4582,jugo de frutas/verduras
4582,bocadillos salados
4582,chicles
4582,bolsa de compras
4583,fruta tropical
4583,helado
4583,postre congelado
4584,cerveza embotellada
4585,huevos domesticos
4585,cerveza enlatada
4585,bolsa de compras
4586,refresco
4586,cerveza enlatada
4587,leche entera
4587,postre
4587,pastel
4587,productos de comida instantanea
4587,pescado enlatado
4587,refresco
4587,cerveza embotellada
4587,vino tinto
4587,servilletas
4587,velas
4588,fruta tropical
4588,frutas/verduras embazadas
4589,jamon
4589,hamburguesa de carne
4589,leche entera
4589,queso procesado
4589,pan blanco
4589,potato products
4589,endulcorante arfificial
4589,cafe instantaneo
4589,agua embotellada
4589,refresco
4589,jugo de frutas/verduras
4589,bocadillos salados
4589,bar de especialidades
4589,detergente
4589,bolsa de compras
4590,coñac
4590,licor (aperitivo)
4591,queso duro
4592,cerveza embotellada
4592,bolsa de compras
4593,otras verduras
4593,leche-UHT
4593,crema
4594,productos terminados
4594,fruta citrica
4594,fruta tropical
4594,uvas
4594,bayas
4594,hortalizas
4594,otras verduras
4594,leche entera
4594,queso untado
4594,pan moreno
4594,pastel
4594,potato products
4594,jugo de frutas/verduras
4594,chocolate
4594,maceta de plantas
4594,bolsa de compras
4595,misc. bebidas
4596,cerveza enlatada
4597,yogurt
4597,crema de queso 
4597,galletas
4597,chocolate
4598,agua embotellada
4599,fruta tropical
4599,mantequilla de leche
4599,levadura de hornear
4600,chorizo
4600,cuajada
4600,productos de papas cogeladas
4600,refresco
4600,plato limpiador
4601,yogurt
4601,pastel
4602,cerveza embotellada
4602,licor (aperitivo)
4602,platos
4603,fruta tropical
4603,yogurt
4603,crema de queso 
4604,leche-UHT
4604,pan moreno
4604,periodicos
4605,fruta citrica
4605,pepita de fruta
4605,vegetales en escabeche
4605,agua embotellada
4605,periodicos
4606,periodicos
4607,refresco
4607,cerveza enlatada
4607,vino tinto
4608,fruta tropical
4608,postre
4608,agua embotellada
4608,refresco
4608,cerveza embotellada
4608,vino blanco
4608,servilletas
4609,agua embotellada
4609,cerveza embotellada
4610,cerveza enlatada
4610,chicles
4611,cebollas
4611,otras verduras
4611,leche entera
4611,yogurt
4611,huevos domesticos
4611,pastel
4611,platos
4611,bolsa de compras
4612,pastel
4612,refresco
4613,fruta tropical
4613,yogurt
4613,queso rebanado
4613,pan moreno
4613,margarina
4613,agua embotellada
4613,refresco
4613,caramelo
4613,periodicos
4614,hamburguesa de carne
4614,otras verduras
4614,leche entera
4614,queso untado
4614,refresco
4614,cerveza enlatada
4614,chocolate
4614,bar de especialidades
4615,pepita de fruta
4615,leche entera
4615,cafe
4615,agua embotellada
4615,jugo de frutas/verduras
4615,cerveza embotellada
4616,refresco
4617,cerdo
4617,fruta tropical
4617,pepita de fruta
4617,leche entera
4617,crema batida/crema agria
4617,detergente
4617,suavizante
4617,servilletas
4617,bolsa de compras
4618,galletas
4619,crema batida/crema agria
4619,galletas
4620,refresco
4620,producto de panaderia de larga duracion
4621,mantequilla
4621,queso rebanado
4621,comidas congeladas
4621,pastel
4621,refresco
4621,jugo de frutas/verduras
4621,chocolate
4621,bar de especialidades
4622,cerveza enlatada
4623,fruta tropical
4623,leche entera
4623,mantequilla de leche
4623,leche-UHT
4623,galletas
4624,leche entera
4624,bebidas
4624,agua embotellada
4624,periodicos
4625,yogurt
4625,refresco
4625,waffles
4626,salchicha
4626,yogurt
4626,pastel
4626,pescado enlatado
4626,bolsa de compras
4627,chorizo
4627,otras verduras
4627,leche entera
4627,mantequilla
4627,galletas
4627,margarina
4627,productos de comida instantanea
4627,cerveza enlatada
4627,detergente
4628,carne
4628,hortalizas
4628,otras verduras
4628,yogurt
4628,crema batida/crema agria
4628,queso duro
4628,frutas congeladas
4628,helado
4628,huevos domesticos
4628,dulces para untar
4628,producto de panaderia de larga duracion
4628,bolsa de compras
4629,cerveza enlatada
4630,fruta tropical
4630,bayas
4630,hortalizas
4630,otras verduras
4630,yogurt
4630,crema de queso 
4630,galletas
4630,refresco
4630,bolsa de compras
4631,yogurt
4631,queso procesado
4631,vegetales congelados
4631,galletas
4632,periodicos
4633,leche condensada
4633,galletas
4633,azucar
4633,cafe
4634,pepita de fruta
4635,cafe
4636,salchicha
4636,hortalizas
4636,leche entera
4636,mantequilla de leche
4636,yogurt
4636,galletas
4636,pastel
4637,leche entera
4637,foto/pelicula
4638,chorizo
4638,salchicha
4638,fruta citrica
4638,pepita de fruta
4638,margarina
4639,cerveza enlatada
4640,leche entera
4640,mantequilla
4640,yogurt
4640,bebidas
4640,platos
4641,galletas
4641,refresco
4642,pepita de fruta
4642,galletas
4643,cerveza enlatada
4644,fruta citrica
4644,fruta tropical
4644,pepita de fruta
4644,uvas
4644,hortalizas
4644,otras verduras
4644,galletas
4644,pastel
4644,mermelada
4644,comida de gatos
4645,mantequilla
4645,yogurt
4645,crema de queso 
4645,queso untado
4645,galletas
4645,agua embotellada
4645,refresco
4645,jugo de frutas/verduras
4645,periodicos
4646,fruta tropical
4646,pan moreno
4647,fruta citrica
4647,postre
4647,foto/pelicula
4648,fruta citrica
4648,pepita de fruta
4648,leche entera
4648,margarina
4649,mantequilla
4649,queso rebanado
4649,comidas congeladas
4649,galletas
4649,pan moreno
4649,fruta congelada
4649,jugo de frutas/verduras
4649,producto de panaderia de larga duracion
4650,productos de temporada
4650,foto/pelicula
4651,pan moreno
4652,periodicos
4653,fruta tropical
4653,pepita de fruta
4653,leche entera
4653,cuajada
4653,yogurt
4653,pan moreno
4653,pastel
4653,cereales
4654,galletas
4654,agua embotellada
4654,refresco
4655,salchicha
4655,galletas
4655,mostaza
4655,refresco
4656,salchicha
4656,licor (aperitivo)
4657,leche entera
4657,yogurt
4658,pepita de fruta
4658,bebidas
4658,pastel
4658,articulos de higiene
4659,yogurt
4659,agua embotellada
4660,yogurt
4660,crema de queso 
4660,galletas
4661,salchicha
4661,fruta citrica
4661,mantequilla
4661,huevos domesticos
4661,galletas
4661,margarina
4661,refresco
4662,fruta citrica
4662,yogurt
4662,articulos de higiene
4663,leche-UHT
4663,leche condensada
4663,cafe
4663,papel higienico
4664,salchicha
4664,producto de panaderia de larga duracion
4665,leche entera
4665,pan moreno
4665,pastel
4665,pasta
4665,margarina
4665,azucar
4665,refresco
4665,cerveza enlatada
4666,fruta citrica
4666,otras verduras
4666,leche entera
4666,mayonesa
4666,galletas
4666,waffles
4667,cerdo
4667,fruta citrica
4667,pepita de fruta
4667,otras verduras
4667,leche entera
4667,polvo de pudin
4668,pepita de fruta
4668,crema de queso 
4668,utencilios de cocina
4669,cerveza enlatada
4670,cerveza enlatada
4670,periodicos
4671,comida para perros
4672,bocadillos salados
4673,hortalizas
4673,crema batida/crema agria
4673,aceite
4673,cuidado de mascotas
4674,carne
4674,otras verduras
4674,leche entera
4674,galletas
4674,azucar
4674,cafe
4674,agua embotellada
4674,jugo de frutas/verduras
4675,leche entera
4675,galletas
4675,pan moreno
4675,agua embotellada
4675,cerveza embotellada
4676,galletas
4677,cerdo
4677,hortalizas
4677,pasta
4678,otras verduras
4678,barra de pastel
4679,leche entera
4679,bolsa de compras
4680,agua embotellada
4680,refresco
4681,salchicha
4681,fruta citrica
4681,otras verduras
4681,crema batida/crema agria
4681,vegetales congelados
4681,margarina
4681,cerveza embotellada
4681,articulos de higiene
4682,carne de res
4682,leche entera
4682,cuajada
4682,yogurt
4682,queso duro
4682,huevos domesticos
4682,galletas
4682,pan blanco
4682,aceite
4682,misc. bebidas
4682,papel higienico
4682,productos de limpieza
4683,organic salchicha
4683,pavo
4683,fruta tropical
4683,pepita de fruta
4683,hortalizas
4683,otras verduras
4683,leche entera
4683,postre
4683,mantequilla de leche
4683,yogurt
4683,crema de queso 
4683,queso procesado
4683,pan blanco
4683,salsas
4683,cerveza embotellada
4683,waffles
4683,caramelo
4684,comidas congeladas
4684,fruta congelada
4685,mostaza
4686,yogurt
4687,carne
4687,pepita de fruta
4687,postre
4687,queso procesado
4687,huevos domesticos
4687,galletas
4687,pan blanco
4687,pan moreno
4687,pastel
4687,pan semi-acabado
4687,caramelo
4687,utencilios de cocina
4688,fruta tropical
4688,hortalizas
4688,otras verduras
4688,leche entera
4688,yogurt
4688,queso suave
4688,huevos domesticos
4688,galletas
4688,margarina
4688,mostaza
4688,agua embotellada
4689,pepita de fruta
4689,yogurt
4690,galletas
4690,bolsa de compras
4691,hortalizas
4692,fruta tropical
4692,bayas
4692,crema batida/crema agria
4692,galletas
4692,vegetales en escabeche
4692,cafe
4692,refresco
4692,producto de panaderia de larga duracion
4693,crema batida/crema agria
4693,pastel
4693,agua embotellada
4694,salchicha
4694,hamburguesa de carne
4694,fruta citrica
4694,leche entera
4694,yogurt
4694,pan blanco
4695,chorizo
4695,salchicha
4695,galletas
4695,refresco
4695,licor
4695,bolsa de compras
4696,carne
4696,hortalizas
4696,otras verduras
4696,crema batida/crema agria
4696,comidas congeladas
4696,helado
4697,leche entera
4697,cerveza enlatada
4698,pollo
4698,cerdo
4698,fruta tropical
4698,crema batida/crema agria
4698,aceite
4698,cafe
4698,refresco
4698,bolsa de compras
4699,producto de panaderia de larga duracion
4699,productos de limpieza
4700,crema de queso 
4700,aceite
4700,cerveza enlatada
4700,waffles
4700,articulos de higiene
4700,velas
4701,leche entera
4701,pan moreno
4701,cerveza embotellada
4701,periodicos
4702,fruta citrica
4702,cebollas
4702,bebidas
4702,margarina
4702,cerveza embotellada
4702,servilletas
4703,fruta tropical
4703,pan moreno
4703,pastel
4704,salchicha
4704,queso duro
4704,galletas
4704,grasa especial
4704,mostaza
4704,producto de panaderia de larga duracion
4704,productos de temporada
4704,servilletas
4704,platos
4705,leche entera
4705,cafe
4706,sopas
4707,fruta citrica
4707,pepita de fruta
4707,hortalizas
4707,leche entera
4707,aceite
4708,carne de res
4708,hortalizas
4708,otras verduras
4708,vegetales congelados
4708,helado
4708,galletas
4708,azucar
4709,cerveza enlatada
4710,fruta tropical
4711,bebidas
4711,salsas
4711,dulces para untar
4711,maceta de plantas
4712,cerveza enlatada
4713,carne
4713,cerdo
4713,fruta tropical
4713,hortalizas
4713,otras verduras
4714,crema de queso 
4714,galletas
4715,carne
4715,otras verduras
4715,leche entera
4715,galletas
4715,bolsa de compras
4716,salchicha
4716,fruta tropical
4716,pepita de fruta
4716,cuajada
4716,bebidas
4716,cerveza embotellada
4717,chorizo
4717,salchicha
4717,fruta tropical
4717,hortalizas
4717,leche entera
4717,queso rebanado
4717,vegetales congelados
4717,mostaza
4717,vegetales en escabeche
4717,bocadillos salados
4718,salchicha
4718,leche-UHT
4718,cerveza embotellada
4718,toallas de cocina
4719,leche entera
4719,mantequilla
4719,azucar
4719,cerveza embotellada
4720,leche entera
4720,queso suave
4720,queso rebanado
4720,huevos domesticos
4720,galletas
4721,vegetales congelados
4721,comidas congeladas
4722,hortalizas
4722,otras verduras
4722,yogurt
4722,semilla de flores
4723,pepita de fruta
4723,otras verduras
4723,leche entera
4723,yogurt
4723,pasta
4723,aceite
4724,agua embotellada
4725,refresco
4726,pan de higado
4726,pollo
4726,otras verduras
4726,vegetales congelados
4726,margarina
4726,detergente
4726,suavizante
4727,fruta citrica
4727,pepita de fruta
4727,leche entera
4727,crema de queso 
4727,dulces para untar
4727,producto de panaderia de larga duracion
4727,barra de pastel
4727,servilletas
4728,plato limpiador
4729,fruta citrica
4729,cuajada
4729,leche-UHT
4730,jamon
4730,leche entera
4730,galletas
4731,hamburguesa de carne
4731,margarina
4731,refresco
4731,limpiador de baño
4732,cerdo
4732,otras verduras
4732,leche entera
4732,productos de papas cogeladas
4732,harina
4732,aceite
4733,nueces/ciruelas pasas
4733,otras verduras
4733,ron
4734,cerveza enlatada
4735,salchicha
4735,galletas
4736,galletas
4736,cerveza enlatada
4737,salchicha
4737,refresco
4737,chocolate especial
4738,galletas
4738,productos de comida instantanea
4739,vegetales congelados
4739,agua embotellada
4740,pepita de fruta
4740,leche entera
4740,pan blanco
4740,pan moreno
4740,margarina
4740,dulces para untar
4740,jugo de frutas/verduras
4740,periodicos
4741,leche entera
4741,jugo de frutas/verduras
4742,chorizo
4742,otras verduras
4742,crema batida/crema agria
4742,queso especial
4742,huevos domesticos
4742,galletas
4742,articulos de higiene
4742,servilletas
4743,otras verduras
4743,queso suave
4744,pan blanco
4744,cerveza embotellada
4744,periodicos
4745,fruta citrica
4746,leche entera
4746,galletas
4746,chicles
4747,chorizo
4747,salchicha
4747,bayas
4747,mantequilla
4747,yogurt
4747,crema batida/crema agria
4747,crema de queso 
4747,huevos domesticos
4747,margarina
4747,bolsa de compras
4748,bebidas
4748,chocolate
4749,vino tinto
4750,refresco
4751,salchicha
4751,yogurt
4751,pastel
4751,comida de gatos
4752,productos terminados
4752,caramelo
4753,pastel
4753,aceite
4753,cerveza embotellada
4753,chocolate
4753,chocolate especial
4754,chocolate especial
4754,foto/pelicula
4755,fruta tropical
4755,pepita de fruta
4755,hortalizas
4755,licor
4755,detergente
4755,platos
4755,periodicos
4756,cerveza embotellada
4756,vino blanco
4757,cuidador de piel
4757,servilletas
4758,leche condensada
4758,galletas
4759,hortalizas
4759,cerveza enlatada
4760,pepita de fruta
4760,leche entera
4760,sopas listas
4760,pescado enlatado
4760,refresco
4761,hortalizas
4761,otras verduras
4761,leche entera
4761,sopas
4761,cerveza embotellada
4762,salchicha
4762,leche entera
4762,vegetales congelados
4762,comidas congeladas
4762,huevos domesticos
4762,galletas
4762,jugo de frutas/verduras
4762,barra de pastel
4763,cerveza embotellada
4764,pan moreno
4764,cerveza enlatada
4764,detergente
4764,suavizante
4765,queso duro
4765,productos de comida instantanea
4766,refresco
4767,refresco
4767,cerveza embotellada
4767,licor
4767,vino tinto
4767,servilletas
4768,leche entera
4768,mantequilla
4768,comida de gatos
4769,chorizo
4769,galletas
4770,fruta tropical
4770,pepita de fruta
4770,azucar
4770,servilletas
4770,papel higienico
4770,bolsa de compras
4771,pan de higado
4771,hortalizas
4771,cebollas
4771,leche-UHT
4771,crema de queso 
4771,refresco
4771,semilla de flores
4772,yogurt
4772,jugo de frutas/verduras
4773,refresco
4773,producto de panaderia de larga duracion
4774,hortalizas
4774,otras verduras
4774,yogurt
4774,levadura de hornear
4774,coñac
4774,bolsa de compras
4775,hamburguesa de carne
4775,fruta tropical
4775,otras verduras
4775,leche entera
4775,mantequilla
4775,yogurt
4775,crema batida/crema agria
4775,queso duro
4775,pan blanco
4775,productos de comida instantanea
4775,te
4775,refresco
4775,cerveza embotellada
4775,bar de especialidades
4776,pepita de fruta
4776,mantequilla de leche
4776,refresco
4777,cerveza embotellada
4778,pepita de fruta
4778,refresco
4778,chicles
4779,fruta tropical
4779,mantequilla
4779,galletas
4779,pescado enlatado
4779,comida para perros
4779,bolsa de compras
4780,postre
4780,waffles
4781,leche entera
4781,galletas
4781,pastel
4781,periodicos
4782,pan de higado
4782,hortalizas
4782,otras verduras
4782,leche entera
4782,vegetales congelados
4782,margarina
4783,chorizo
4783,leche entera
4783,galletas
4783,sal
4784,postre
4785,hortalizas
4785,otras verduras
4785,leche entera
4785,pescado congelado
4785,miel
4785,productos de comida instantanea
4785,pescado enlatado
4785,platos
4786,crema de queso 
4786,cafe instantaneo
4786,bocadillos salados
4786,waffles
4786,toallas de cocina
4786,bolsa de compras
4787,cerveza enlatada
4788,leche entera
4788,pastel
4789,galletas
4789,platos
4790,cerveza enlatada
4791,salchicha
4791,yogurt
4791,galletas
4792,cerveza enlatada
4793,licor
4794,yogurt
4795,sopas
4795,vegetales embazados
4795,chocolate
4796,leche entera
4796,yogurt
4796,crema de queso 
4796,galletas
4796,productos en rollo 
4796,chocolate
4797,salchicha
4797,vegetales en escabeche
4797,refresco
4797,cuidador de piel
4797,bolsa de compras
4798,galletas
4798,pastel
4798,azucar
4799,cerdo
4799,pepita de fruta
4799,frutas/verduras embazadas
4799,postre
4799,vegetales congelados
4799,pasta
4799,margarina
4799,chocolate marshmallow
4799,detergente
4799,suavizante
4800,cuajada
4800,refresco
4800,barra de pastel
4801,galletas
4801,cafe
4802,chorizo
4802,leche entera
4802,mantequilla
4802,postre
4803,agua embotellada
4804,refresco
4805,carne
4805,comidas congeladas
4805,jugo de frutas/verduras
4806,pavo
4806,fruta tropical
4806,yogurt
4806,galletas
4807,cafe
4808,galletas
4808,vino tinto
4809,fruta citrica
4809,grasa especial
4810,cerveza enlatada
4811,pastel
4812,comidas congeladas
4813,crema batida/crema agria
4813,vegetales congelados
4813,comidas congeladas
4814,galletas
4814,pan moreno
4815,refresco
4815,cerveza embotellada
4815,licor
4815,vino tinto
4816,queso untado
4816,pan blanco
4816,periodicos
4817,leche entera
4817,cuajada
4817,postre
4817,misc. bebidas
4817,chocolate marshmallow
4817,papel higienico
4817,productos de limpieza
4817,periodicos
4818,hortalizas
4818,queso suave
4819,chorizo
4819,mantequilla
4819,pan moreno
4820,cerveza embotellada
4820,licor
4821,refresco
4822,otras verduras
4822,leche entera
4822,postre
4822,queso rebanado
4822,queso duro
4822,aceite
4822,cafe
4822,refresco
4822,jugo de frutas/verduras
4822,productos de temporada
4823,cuajada
4823,yogurt
4824,pepita de fruta
4824,refresco
4825,cafe instantaneo
4825,foto/pelicula
4826,chorizo
4827,carne de res
4827,yogurt
4827,crema de queso 
4827,comidas congeladas
4827,comida de gatos
4827,periodicos
4828,cuajada
4828,leche-UHT
4828,agua embotellada
4829,hamburguesa de carne
4829,leche entera
4829,cuajada
4829,postre
4829,galletas
4829,aceite
4829,especies
4829,salsas
4829,refresco
4829,barra de pastel
4829,servilletas
4829,bolsa de compras
4830,fruta citrica
4830,hortalizas
4830,cebollas
4830,leche entera
4830,pan moreno
4831,galletas
4831,refresco
4831,chicles
4832,cerveza embotellada
4833,cerdo
4833,fruta tropical
4834,crema de queso 
4834,helado
4834,pastel
4834,chocolate especial
4834,rubbing alcohol
4835,fruta tropical
4835,pepita de fruta
4835,leche entera
4835,pastel
4836,bebidas
4837,cerdo
4837,hortalizas
4837,pan moreno
4837,pastel
4838,salchicha
4838,cerdo
4838,leche entera
4838,pastel
4839,yogurt
4839,cerveza enlatada
4839,platos
4840,carne
4840,productos terminados
4840,otras verduras
4840,galletas
4840,pan moreno
4840,refresco
4840,vino blanco
4841,fruta tropical
4841,pan moreno
4841,bar de especialidades
4842,hamburguesa de carne
4842,otras verduras
4842,leche entera
4842,crema
4842,aceite
4842,azucar
4842,levadura de hornear
4842,cerveza enlatada
4842,baby cosmetics
4843,hortalizas
4843,otras verduras
4843,yogurt
4843,galletas
4843,agua embotellada
4843,chocolate
4843,servilletas
4844,pollo
4844,leche entera
4844,crema batida/crema agria
4844,galletas
4844,pan blanco
4844,jugo de frutas/verduras
4844,popcorn
4844,foto/pelicula
4845,postre
4845,pan moreno
4846,cafe
4847,pepita de fruta
4847,leche condensada
4847,azucar
4847,cafe
4847,agua embotellada
4847,producto de panaderia de larga duracion
4848,salchicha
4848,otras verduras
4848,sal
4848,cosmeticos masculinos
4848,periodicos
4849,salchicha
4849,otras verduras
4849,leche entera
4849,yogurt
4849,refresco
4850,leche entera
4850,mantequilla de leche
4850,yogurt
4850,galletas
4850,pan blanco
4850,mostaza
4850,vegetales en escabeche
4850,dulces para untar
4850,pescado enlatado
4850,refresco
4850,misc. bebidas
4850,producto de panaderia de larga duracion
4850,chocolate especial
4850,bolsa de compras
4851,fruta citrica
4851,misc. bebidas
4852,agua embotellada
4853,pastel
4854,salchicha
4854,galletas
4854,periodicos
4854,bolsa de compras
4855,salchicha
4855,queso suave
4855,cerveza embotellada
4856,leche entera
4856,galletas
4856,jarabe
4857,pan de higado
4857,leche entera
4857,yogurt
4857,leche condensada
4857,queso especial
4857,pan blanco
4858,agua embotellada
4859,carne de res
4860,cuidado de mascotas
4860,cerveza embotellada
4861,carne
4861,fruta citrica
4861,pepita de fruta
4861,hortalizas
4861,agua embotellada
4862,utencilios de cocina
4863,cerveza embotellada
4864,leche entera
4864,queso procesado
4864,queso untado
4864,galletas
4865,comidas congeladas
4865,pan blanco
4865,jugo de frutas/verduras
4866,postre
4866,yogurt
4866,comida de gatos
4866,servilletas
4867,uvas
4867,otras verduras
